 [STATUS] 	Installation started 9/15/2022 2:56:29 PM...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_cutscene.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_cutscene.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_cutscene.dlg...
 [Install] 	Finished updating GFF file "dan14_cutscene.dlg" in "modules\danm14ad.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_cutscene.dlg" in archive "danm14ad.mod".
 [Install] 	GFF FILE: dan14_elise.dlg and dan14_elise.dlg.
 [Install] 	GFF FILE: dan14_elise.dlg and dan14_elise.dlg.
 [Install] 	GFF Check: 1_dan14_elise.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_elise.dlg dan14_elise.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_dan14_elise..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_elise.dlg" already exists in archive "danm14aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_elise.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_elise.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_elise.dlg...
 [Install] 	Finished updating GFF file "dan14_elise.dlg" in "modules\danm14aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_elise.dlg" in archive "danm14aa.mod".
 [Install] 	GFF FILE: dan14_handon.utc and dan14_handon.utc.
 [Install] 	GFF FILE: dan14_handon.utc and dan14_handon.utc.
 [Install] 	GFF Check: 1_dan14_handon.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_handon.utc dan14_handon.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14_handon..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_handon.utc" already exists in archive "danm14ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_handon.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_handon.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_handon.utc...
 [Install] 	Finished updating GFF file "dan14_handon.utc" in "modules\danm14ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_handon.utc" in archive "danm14ac.mod".
 [Install] 	GFF FILE: dan14_jedi.dlg and dan14_jedi.dlg.
 [Install] 	GFF FILE: dan14_jedi.dlg and dan14_jedi.dlg.
 [Install] 	GFF Check: 1_dan14_jedi.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm13.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_jedi.dlg dan14_jedi.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_dan14_jedi..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_jedi.dlg" already exists in archive "danm13.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_jedi.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_jedi.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_jedi.dlg...
 [Install] 	Finished updating GFF file "dan14_jedi.dlg" in "modules\danm13.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_jedi.dlg" in archive "danm13.mod".
 [Install] 	GFF FILE: dan14_juhani.utc and dan14_juhani.utc.
 [Install] 	GFF FILE: dan14_juhani.utc and dan14_juhani.utc.
 [Install] 	GFF Check: 1_dan14_juhani.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_juhani.utc dan14_juhani.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14_juhani..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_juhani.utc" already exists in archive "danm14ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_juhani.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_juhani.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_juhani.utc...
 [Install] 	Finished updating GFF file "dan14_juhani.utc" in "modules\danm14ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_juhani.utc" in archive "danm14ac.mod".
 [Install] 	GFF FILE: dan14_rickard.utc and dan14_rickard.utc.
 [Install] 	GFF FILE: dan14_rickard.utc and dan14_rickard.utc.
 [Install] 	GFF Check: 1_dan14_rickard.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_rickard.utc dan14_rickard.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14_rickard..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_rickard.utc" already exists in archive "danm14ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_rickard.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_rickard.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_rickard.utc...
 [Install] 	Finished updating GFF file "dan14_rickard.utc" in "modules\danm14ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_rickard.utc" in archive "danm14ac.mod".
 [Install] 	GFF FILE: dan14_sdroid.utc and dan14_sdroid.utc.
 [Install] 	GFF FILE: dan14_sdroid.utc and dan14_sdroid.utc.
 [Install] 	GFF Check: 1_dan14_sdroid.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ad.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_sdroid.utc dan14_sdroid.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14_sdroid..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_sdroid.utc" already exists in archive "danm14ad.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_sdroid.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_sdroid.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_sdroid.utc...
 [Install] 	Finished updating GFF file "dan14_sdroid.utc" in "modules\danm14ad.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_sdroid.utc" in archive "danm14ad.mod".
 [Install] 	GFF FILE: dan14_sherruk.dlg and dan14_sherruk.dlg.
 [Install] 	GFF FILE: dan14_sherruk.dlg and dan14_sherruk.dlg.
 [Install] 	GFF Check: 1_dan14_sherruk.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14_sherruk.dlg dan14_sherruk.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_dan14_sherruk..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14_sherruk.dlg" already exists in archive "danm14ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14_sherruk.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14_sherruk.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14_sherruk.dlg...
 [Install] 	Finished updating GFF file "dan14_sherruk.dlg" in "modules\danm14ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14_sherruk.dlg" in archive "danm14ac.mod".
 [Install] 	GFF FILE: dan14aa_casus.utp and dan14aa_casus.utp.
 [Install] 	GFF FILE: dan14aa_casus.utp and dan14aa_casus.utp.
 [Install] 	GFF Check: 1_dan14aa_casus.utp.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14aa_casus.utp dan14aa_casus.utp..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utp and utp.
 [Install] 	GFF Check: Special_dan14aa_casus..utp  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14aa_casus.utp" already exists in archive "danm14ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14aa_casus.utp.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14aa_casus.utp does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14aa_casus.utp...
 [Install] 	Finished updating GFF file "dan14aa_casus.utp" in "modules\danm14ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14aa_casus.utp" in archive "danm14ab.mod".
 [Install] 	GFF FILE: dan14ab_duros01.utc and dan14ab_duros01.utc.
 [Install] 	GFF FILE: dan14ab_duros01.utc and dan14ab_duros01.utc.
 [Install] 	GFF Check: 1_dan14ab_duros01.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14ab_duros01.utc dan14ab_duros01.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14ab_duros01..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14ab_duros01.utc" already exists in archive "danm14ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14ab_duros01.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14ab_duros01.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14ab_duros01.utc...
 [Install] 	Added new field to GFF file dan14ab_duros01.utc...
 [Install] 	Finished updating GFF file "dan14ab_duros01.utc" in "modules\danm14ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14ab_duros01.utc" in archive "danm14ab.mod".
 [Install] 	GFF FILE: dan14ab_duros02.utc and dan14ab_duros02.utc.
 [Install] 	GFF FILE: dan14ab_duros02.utc and dan14ab_duros02.utc.
 [Install] 	GFF Check: 1_dan14ab_duros02.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14ab_duros02.utc dan14ab_duros02.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14ab_duros02..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14ab_duros02.utc" already exists in archive "danm14ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14ab_duros02.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14ab_duros02.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14ab_duros02.utc...
 [Install] 	Added new field to GFF file dan14ab_duros02.utc...
 [Install] 	Finished updating GFF file "dan14ab_duros02.utc" in "modules\danm14ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14ab_duros02.utc" in archive "danm14ab.mod".
 [Install] 	GFF FILE: dan14ab_duros03.utc and dan14ab_duros03.utc.
 [Install] 	GFF FILE: dan14ab_duros03.utc and dan14ab_duros03.utc.
 [Install] 	GFF Check: 1_dan14ab_duros03.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14ab_duros03.utc dan14ab_duros03.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14ab_duros03..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14ab_duros03.utc" already exists in archive "danm14ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14ab_duros03.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14ab_duros03.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14ab_duros03.utc...
 [Install] 	Added new field to GFF file dan14ab_duros03.utc...
 [Install] 	Finished updating GFF file "dan14ab_duros03.utc" in "modules\danm14ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14ab_duros03.utc" in archive "danm14ab.mod".
 [Install] 	GFF FILE: dan14ac_duros01.utc and dan14ac_duros01.utc.
 [Install] 	GFF FILE: dan14ac_duros01.utc and dan14ac_duros01.utc.
 [Install] 	GFF Check: 1_dan14ac_duros01.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14ac_duros01.utc dan14ac_duros01.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14ac_duros01..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14ac_duros01.utc" already exists in archive "danm14ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14ac_duros01.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14ac_duros01.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14ac_duros01.utc...
 [Install] 	Added new field to GFF file dan14ac_duros01.utc...
 [Install] 	Added new field to GFF file dan14ac_duros01.utc...
 [Install] 	Finished updating GFF file "dan14ac_duros01.utc" in "modules\danm14ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14ac_duros01.utc" in archive "danm14ac.mod".
 [Install] 	GFF FILE: dan14ac_duros02.utc and dan14ac_duros02.utc.
 [Install] 	GFF FILE: dan14ac_duros02.utc and dan14ac_duros02.utc.
 [Install] 	GFF Check: 1_dan14ac_duros02.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm14ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan14ac_duros02.utc dan14ac_duros02.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan14ac_duros02..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan14ac_duros02.utc" already exists in archive "danm14ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan14ac_duros02.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan14ac_duros02.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan14ac_duros02.utc...
 [Install] 	Added new field to GFF file dan14ac_duros02.utc...
 [Install] 	Finished updating GFF file "dan14ac_duros02.utc" in "modules\danm14ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan14ac_duros02.utc" in archive "danm14ac.mod".
 [Install] 	GFF FILE: dan15_ancientdrd.dlg and dan15_ancientdrd.dlg.
 [Install] 	GFF FILE: dan15_ancientdrd.dlg and dan15_ancientdrd.dlg.
 [Install] 	GFF Check: 1_dan15_ancientdrd.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm15.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan15_ancientdrd.dlg dan15_ancientdrd.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_dan15_ancientdrd..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan15_ancientdrd.dlg" already exists in archive "danm15.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan15_ancientdrd.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan15_ancientdrd.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan15_ancientdrd.dlg...
 [Install] 	Finished updating GFF file "dan15_ancientdrd.dlg" in "modules\danm15.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan15_ancientdrd.dlg" in archive "danm15.mod".
 [Install] 	GFF FILE: dan16_nurik.dlg and dan16_nurik.dlg.
 [Install] 	GFF FILE: dan16_nurik.dlg and dan16_nurik.dlg.
 [Install] 	GFF Check: 1_dan16_nurik.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm16.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan16_nurik.dlg dan16_nurik.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_dan16_nurik..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan16_nurik.dlg" already exists in archive "danm16.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\dan16_nurik.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File dan16_nurik.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file dan16_nurik.dlg...
 [Install] 	Added new field to GFF file dan16_nurik.dlg...
 [Install] 	Added new field to GFF file dan16_nurik.dlg...
 [Install] 	Finished updating GFF file "dan16_nurik.dlg" in "modules\danm16.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "dan16_nurik.dlg" in archive "danm16.mod".
 [Install] 	GFF FILE: dan16_nurik.utc and dan16_nurik.utc.
 [Install] 	GFF FILE: dan16_nurik.utc and dan16_nurik.utc.
 [Install] 	GFF Check: 1_dan16_nurik.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\danm16.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_dan16_nurik.utc dan16_nurik.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_dan16_nurik..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "dan16_nurik.utc" already exists in archive "danm16.mod", modifying existing file...
